x|y|output1_output2_output_n 
37|74|66_3_35_4_37_5_74_10_13_14_16_17_28_29_61
37|40|3_35_4_37_5_6_7_40_10_13_14_16_17_20_28_29_61
37|39|35_3_4_68_37_5_38_39_7_10_13_45_14_16_19_20_60_28_29_61
37|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_35_37_38_39_50_60_61
37|68|3_35_68_4_37_5_69_7_39_10_13_45_14_16_50_20_27_28_60_29_61_31
37|51|1_3_4_5_10_13_14_22_28_29_34_99_35_37_39_40_44_45_48_49_50_51_59_60_61
37|65|65_1_2_3_68_4_5_69_7_10_13_14_16_20_22_28_29_31_35_37_38_44_50_58_59_60_61
37|70|3_35_4_37_5_70_39_10_13_14_28_29_61_62
37|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_27_28_29_31_35_37_39_40_47_50_59_60_61
37|46|2_3_35_4_37_5_69_39_8_10_44_13_46_14_50_59_27_28_29_61
37|62|3_35_4_37_5_10_13_14_16_22_55_28_29_61_62
37|37|3_35_4_37_5_10_28_13_29_61_14
37|49|3_35_99_4_37_5_10_13_14_47_16_49_17_28_29_61
37|50|1_3_35_4_37_5_39_10_44_13_14_48_50_22_59_28_29_61
37|69|65_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_28_29_30_31_32_35_37_38_39_44_61
37|44|65_3_35_4_37_5_38_39_42_10_44_13_14_46_16_50_28_29_61
37|58|3_35_99_4_37_5_39_10_13_14_16_51_21_22_58_28_29_61_31
37|73|65_66_3_4_68_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_35_37_38_39_44_47_50_60_61
37|47|65_3_35_4_37_5_39_10_45_13_14_47_22_28_29_61
37|55|1_2_3_4_68_5_69_70_7_10_74_13_14_16_20_27_28_29_32_35_99_37_38_39_44_46_48_50_55_59_60_61
37|76|3_35_4_68_37_5_7_10_76_13_14_16_28_29_61
30|38|1_2_66_3_4_68_5_38_70_7_74_13_46_16_48_50_29_61_30_31
30|48|1_66_2_99_4_68_38_72_10_74_46_48_16_50_58_29_61_30_31
30|74|16_17_66_4_68_74_29_61_30_31
30|40|66_3_4_68_5_6_7_40_13_14_16_17_20_29_61_30_31
30|39|66_35_3_4_68_5_38_39_7_10_45_13_16_19_20_60_29_61_30_31
30|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_30_31_38_50_60_61
30|68|66_3_68_4_5_69_7_10_13_45_14_16_50_20_27_28_60_29_61_30_31
30|31|32_1_66_4_68_7_40_44_13_45_48_16_50_20_59_60_29_61_30_31
30|51|1_66_34_99_4_68_40_10_44_45_16_48_49_50_51_59_60_29_61_30_31
30|65|65_1_2_66_3_68_4_5_69_7_10_13_16_20_29_30_31_35_38_44_50_58_59_60_61
30|70|66_3_4_68_70_38_39_10_16_61_29_30_62_31
30|66|65_66_2_3_4_68_69_5_70_7_10_13_14_16_17_20_27_28_29_30_31_40_47_50_59_60_61
30|46|2_66_35_3_4_68_5_69_38_39_8_10_44_13_46_16_50_59_27_29_61_30_31
30|62|16_66_4_68_55_29_61_30_62_31
30|37|66_3_35_4_68_37_5_10_13_14_16_28_29_61_30_31
30|30|16_66_4_68_29_61_30_31
30|49|16_49_17_66_99_4_68_29_61_30_31_47
30|50|1_66_4_68_44_16_48_50_59_29_61_30_31
30|69|65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_38_44_61
30|44|65_66_35_3_4_68_5_38_39_42_44_13_14_16_50_28_29_61_30_31
30|32|32_16_33_66_99_4_68_29_61_30_31
30|58|66_3_99_4_68_5_72_10_13_14_16_51_58_29_61_30_31
30|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_31_38_44_47_50_60_61
30|34|34_66_35_4_68_72_10_16_50_29_61_30_31
30|47|65_66_3_35_4_68_5_38_39_45_13_47_16_28_29_61_30_31
30|55|1_2_66_4_68_69_70_7_10_74_13_16_20_27_29_30_31_32_99_38_44_46_48_50_55_59_60_61
30|76|16_66_4_68_7_76_29_61_30_31
32|38|32_33_1_2_3_99_68_4_5_38_70_7_39_10_74_13_46_16_50_23_29_61
32|48|32_48_33_1_50_2_99_58_46
32|74|32_16_33_17_66_99_74_29
32|40|32_33_3_99_4_5_6_7_40_10_13_14_16_17_20_29
32|39|32_33_35_3_99_4_68_5_38_39_7_10_45_13_16_19_20_60_29_61
32|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_32_33_99_38_39_50_60_61
32|68|32_33_3_99_68_4_5_69_7_39_10_13_45_14_16_50_20_27_28_60_29_61_31
32|51|32_33_1_34_99_40_10_44_45_48_49_50_51_59_60_61
32|65|65_1_2_3_68_4_5_69_7_10_13_16_20_29_31_32_33_35_99_38_39_44_50_58_59_60_61
32|70|32_33_3_99_4_70_39_10_61_62
32|66|65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_27_28_29_31_32_33_99_39_40_47_50_59_60_61
32|46|32_33_2_35_3_99_4_5_69_39_8_10_44_13_46_50_59_27_29_61
32|62|32_16_33_99_55_29_62
32|37|32_33_3_99_35_4_37_5_39_10_13_14_28_29_61
32|49|32_16_33_49_17_99_29_47
32|50|32_48_33_1_50_99_23_59_44
32|69|65_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_28_29_30_31_32_33_99_38_39_44_61
32|44|32_33_65_35_3_99_4_5_39_42_44_13_14_16_50_28_29
32|32|32_33_99
32|58|32_33_3_99_4_5_39_10_13_14_16_51_58_29_31
32|73|65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_27_28_29_30_32_33_99_38_39_44_47_50_60_61
32|34|32_16_33_34_50_35_99_29
32|47|32_33_65_3_35_99_4_5_39_10_45_13_47_28_29_61
32|55|1_2_68_4_69_70_7_10_13_16_20_23_27_29_32_33_99_44_46_48_50_55_59_60_61
32|76|32_16_33_99_68_7_76_29
34|38|1_34_2_35_3_68_4_5_38_70_39_7_10_74_13_46_48_16_50_29_61
34|48|1_34_2_35_99_38_10_74_46_48_16_50_21_58_29
34|74|16_17_34_66_50_35_74_29
34|40|34_35_3_4_5_6_39_7_40_13_14_16_17_50_20_29
34|39|34_35_3_4_68_5_38_39_7_10_45_13_16_50_19_20_21_60_29_61
34|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_34_35_38_39_50_60_61
34|68|34_3_35_68_4_5_69_39_7_10_13_45_14_16_50_20_27_28_60_29_61_31
34|51|1_34_35_99_39_40_10_44_45_48_16_49_50_51_59_60_29_61
34|65|65_1_2_3_68_4_5_69_7_10_13_16_20_29_31_34_35_38_39_44_50_58_59_60_61
34|70|16_34_50_35_3_4_70_39_10_29_61_62
34|66|65_66_2_3_68_4_5_69_70_7_10_13_14_16_17_20_27_28_29_31_34_35_39_40_47_50_59_60_61
34|46|34_2_35_3_4_5_69_39_8_10_44_13_46_16_50_21_59_27_29_61
34|62|16_34_50_35_55_29_62
34|37|34_35_3_4_37_5_39_10_13_14_16_50_21_28_29_61
34|49|16_49_17_34_50_35_29_47
34|50|16_48_1_34_50_35_39_59_44_29
34|69|65_66_3_4_68_69_5_6_70_71_7_8_10_76_13_14_16_17_19_20_28_29_30_31_32_34_35_38_39_44_50_61
34|44|65_34_35_3_4_5_39_42_44_13_14_46_16_50_28_29
34|58|34_35_3_99_4_5_39_13_14_16_50_51_21_58_29_31
34|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_34_35_38_39_44_47_50_60_61
34|34|16_34_50_35_21_29
34|47|65_34_35_3_4_5_39_10_45_13_47_16_50_28_29_61
34|55|1_2_68_4_69_70_7_10_74_13_16_20_27_29_32_34_35_99_38_44_46_48_50_55_59_60_61
34|76|16_34_50_35_68_7_76_29
48|48|48_1_50_2_99_38_58_10_74_46
48|74|48_16_1_17_66_50_2_99_74_58_29_46
48|71|65_1_2_66_3_68_4_5_69_70_71_7_10_74_76_13_14_16_17_27_28_29_31_99_38_39_46_48_50_58_60_61
48|68|1_2_3_68_4_5_69_7_10_74_13_14_16_20_27_28_29_31_99_38_39_45_46_48_50_58_60_61
48|51|1_2_34_99_38_40_10_74_44_45_46_48_49_50_51_58_59_60_61
48|65|65_1_2_3_4_68_69_5_7_10_74_13_16_20_29_31_35_99_38_39_44_46_48_50_58_59_60_61
48|70|1_2_3_99_4_70_38_39_10_46_48_50_22_23_58_61_62
48|66|65_1_66_2_3_68_4_69_5_70_7_10_74_13_14_16_17_20_27_28_29_31_99_38_39_40_46_47_48_50_58_59_60_61
48|62|48_16_1_50_2_99_55_58_29_46_62
48|49|48_16_49_17_1_50_2_99_58_29_46_47
48|50|48_1_50_2_99_70_58_59_44_46
48|69|65_1_66_2_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_22_28_29_30_31_32_99_38_39_44_46_48_50_58_61
48|58|1_2_3_99_4_5_38_39_74_10_13_46_14_48_16_50_51_58_29_31
48|73|65_1_2_66_3_4_68_5_69_6_71_7_73_10_74_76_13_14_16_17_27_28_29_30_99_38_39_44_46_47_48_50_58_60_61
48|55|1_2_68_4_69_70_7_10_74_13_16_20_27_29_32_99_38_44_46_48_50_55_58_59_60_61
48|76|1_2_99_68_38_7_76_46_48_16_50_58_29
40|48|1_2_3_99_4_5_6_7_40_13_46_14_48_16_17_50_20_58_29
40|74|66_3_4_5_6_7_40_74_13_14_16_17_20_29
40|40|16_17_3_4_20_5_6_7_40_29_13_14
40|71|65_66_3_68_4_5_69_70_6_71_7_10_76_13_14_16_17_20_27_28_29_31_38_40_50_60_61
40|68|3_68_4_5_69_38_6_7_40_10_13_45_14_16_17_50_20_27_28_60_29_61_31
40|51|1_3_4_5_6_7_10_13_14_16_17_20_29_34_99_38_40_44_45_48_49_50_51_59_60_61
40|65|65_1_2_3_68_4_5_69_6_7_10_13_14_16_17_20_29_31_35_38_40_44_50_58_59_60_61
40|70|3_4_5_70_6_39_7_40_10_13_14_16_17_20_29_61_62
40|66|65_66_2_3_68_4_5_69_70_6_7_10_13_14_16_17_20_27_28_29_31_38_40_47_50_59_60_61
40|46|2_3_4_5_69_6_7_8_10_13_14_16_17_20_27_29_35_38_39_40_44_46_50_59_61
40|62|3_4_5_6_7_40_13_14_16_17_20_55_29_62
40|49|3_4_5_6_7_40_13_14_47_16_49_17_20_29
40|50|1_3_4_5_6_7_40_44_13_14_48_16_17_50_20_23_59_29
40|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_38_40_44_61
40|44|65_35_3_4_5_6_39_7_40_42_44_13_14_16_17_50_20_28_29
40|58|3_99_4_5_6_7_40_13_14_16_17_51_20_58_29_31
40|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_20_27_28_29_30_38_40_44_47_50_60_61
40|47|65_3_35_4_5_6_39_7_40_45_13_14_47_16_17_20_28_29_61
40|55|1_2_3_4_68_5_69_70_6_7_10_13_14_16_17_20_23_27_29_32_99_38_40_44_46_48_50_55_59_60_61
40|76|3_68_4_5_38_6_7_40_76_13_14_16_17_20_29
39|48|1_2_3_4_68_5_7_10_74_13_16_19_20_21_22_23_29_35_99_38_39_42_45_46_48_50_58_60_61
39|74|66_35_3_4_68_5_38_39_7_74_10_45_13_16_17_19_20_60_29_61
39|40|35_3_4_68_5_38_6_39_7_40_10_45_13_14_16_17_19_20_60_29_61
39|39|35_3_4_68_5_38_39_7_10_42_45_13_16_19_20_60_29_61
39|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_19_20_27_28_29_31_35_38_39_45_50_60_61
39|68|35_3_68_4_5_69_38_39_7_10_45_13_14_16_50_19_20_27_28_60_29_61_31
39|51|1_3_4_68_5_7_10_13_16_19_20_22_29_34_35_99_38_39_40_44_45_48_49_50_51_59_60_61
39|65|65_1_2_3_4_68_69_5_7_10_13_16_19_20_22_29_31_35_38_39_44_45_50_58_59_60_61
39|70|35_3_4_68_5_70_38_39_7_10_45_13_16_19_20_60_29_61_62
39|66|65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_19_20_27_28_29_31_35_38_39_40_45_47_50_59_60_61
39|46|2_3_4_68_5_69_7_8_10_13_16_19_20_27_29_35_38_39_42_44_45_46_50_59_60_61
39|62|35_3_4_68_5_38_39_7_10_45_13_16_19_20_22_55_60_29_61_62
39|49|35_3_99_4_68_5_38_39_7_10_45_13_47_16_49_17_19_20_60_29_61
39|50|1_35_3_4_68_5_38_39_7_10_44_45_13_48_16_50_19_20_22_23_59_60_29_61
39|69|65_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_28_29_30_31_32_35_38_39_44_45_60_61
39|44|65_35_3_4_68_5_38_39_7_42_10_44_45_13_46_14_16_50_19_20_60_28_29_61
39|58|35_3_99_4_68_5_38_39_7_10_45_13_14_16_51_19_20_21_22_58_60_29_61_31
39|73|65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_19_20_27_28_29_30_35_38_39_44_45_47_50_60_61
39|47|65_35_3_4_68_5_38_39_7_10_42_45_13_47_16_19_20_22_28_60_29_61
39|55|1_2_3_4_68_5_69_70_7_10_74_13_16_19_20_23_27_29_32_35_99_38_39_44_45_46_48_50_55_59_60_61
39|76|35_3_4_68_5_38_39_7_10_76_45_13_16_19_20_60_29_61
46|48|1_2_3_4_5_69_8_10_74_13_21_27_29_35_99_38_39_42_44_46_48_50_58_59_61
46|74|66_2_35_3_4_5_69_38_39_8_74_10_44_13_46_16_17_50_59_27_29_61
46|71|65_2_66_3_68_4_5_69_70_71_7_8_10_76_13_14_16_17_27_28_29_31_35_38_39_44_46_50_59_60_61
46|68|2_3_68_4_5_69_7_8_10_13_14_16_20_27_28_29_31_35_38_39_44_45_46_50_59_60_61
46|51|1_2_3_4_5_69_8_10_13_27_29_34_35_99_38_39_40_44_45_46_48_49_50_51_59_60_61
46|65|65_1_2_3_68_4_5_69_7_8_10_13_16_20_27_29_31_35_38_39_44_46_50_58_59_60_61
46|70|2_3_35_4_5_69_70_38_39_8_10_44_13_46_50_59_27_29_61_62
46|66|65_66_2_3_4_68_5_69_70_7_8_10_13_14_16_17_20_27_28_29_31_35_38_39_40_44_46_47_50_59_60_61
46|46|2_35_3_4_5_69_38_39_8_10_44_13_46_50_59_27_29_61
46|62|2_35_3_4_5_69_38_39_8_10_44_13_46_16_50_55_59_27_29_61_62
46|49|2_35_3_4_5_69_38_39_8_10_44_13_46_47_16_49_17_50_59_27_29_61
46|50|1_2_35_3_4_5_69_38_39_8_10_44_13_46_48_50_59_27_29_61
46|69|65_2_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_27_28_29_30_31_32_35_38_39_44_46_50_59_61
46|58|2_3_4_5_69_8_10_13_14_16_21_27_29_31_35_99_38_39_44_46_50_51_58_59_61
46|73|65_2_66_3_4_68_5_69_6_71_7_8_73_10_76_13_14_16_17_27_28_29_30_35_38_39_44_46_47_50_59_60_61
46|47|65_2_3_35_4_5_69_38_39_8_10_44_45_13_46_47_50_59_27_28_29_61
46|55|1_2_3_4_68_5_69_70_7_8_10_74_13_16_20_27_29_32_35_99_38_39_44_46_48_50_55_59_60_61
46|76|2_35_3_4_68_5_69_38_39_7_8_10_76_44_13_46_16_50_59_27_29_61
44|48|65_1_2_35_3_99_4_5_38_39_42_44_13_46_14_48_16_50_58_28_29
44|74|65_66_35_3_4_5_39_74_42_44_13_14_16_17_50_28_29
44|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_35_38_39_42_44_50_60_61
44|68|65_3_68_4_5_69_7_10_13_14_16_20_27_28_29_31_35_38_39_42_44_45_50_60_61
44|51|1_65_3_4_5_10_13_14_16_28_29_34_35_99_38_39_40_42_44_45_48_49_50_51_59_60_61
44|65|65_1_2_3_68_4_5_69_7_10_13_14_16_20_28_29_31_35_38_39_42_44_50_58_59_60_61
44|70|65_3_35_4_5_70_38_39_42_10_44_13_14_46_16_50_28_29_61_62
44|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_27_28_29_31_35_38_39_40_42_44_47_50_59_60_61
44|46|65_2_35_3_4_5_69_38_39_8_42_10_44_13_46_14_16_50_59_27_28_29_61
44|62|65_35_3_4_5_39_42_44_13_14_16_50_55_28_29_62
44|49|65_35_3_4_5_39_42_44_13_14_47_16_49_17_50_28_29
44|50|1_65_35_3_4_5_39_42_44_13_14_16_48_50_59_28_29
44|69|65_66_3_4_68_69_5_70_6_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_35_38_39_42_44_46_50_61
44|44|65_35_3_4_5_39_42_44_13_14_16_50_28_29
44|58|65_35_3_99_4_5_39_42_44_13_14_46_16_50_51_58_28_29_31
44|73|65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_27_28_29_30_35_38_39_42_44_47_50_60_61
44|47|65_35_3_4_5_38_39_42_44_45_13_46_14_47_16_50_28_29_61
44|55|65_1_2_3_4_68_5_69_70_7_10_13_14_16_20_27_28_29_32_35_99_38_39_42_44_46_48_50_55_59_60_61
44|76|65_35_3_68_4_5_38_7_39_42_44_76_13_14_16_50_28_29
47|48|65_1_2_3_35_99_4_5_38_39_10_42_45_13_46_47_48_50_22_58_28_29_61
47|74|65_66_3_35_4_5_39_74_45_13_47_16_17_28_29_61
47|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_35_38_39_45_47_50_60_61
47|68|65_3_35_68_4_5_69_38_39_7_10_45_13_14_47_16_50_20_27_28_60_29_61_31
47|51|1_65_3_4_5_10_13_22_28_29_34_35_99_38_39_40_44_45_47_48_49_50_51_59_60_61
47|65|65_1_2_3_68_4_5_69_7_10_13_16_20_22_28_29_31_35_38_39_44_45_47_50_58_59_60_61
47|70|65_3_35_4_5_70_39_10_45_13_47_22_28_29_61_62
47|66|65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_27_28_29_31_35_38_39_40_45_47_50_59_60_61
47|62|65_3_35_4_5_39_45_13_47_16_22_55_28_29_61_62
47|49|65_3_35_4_5_39_45_13_47_16_49_17_28_29_61
47|50|1_65_3_35_4_5_39_44_45_13_47_48_50_22_59_28_29_61
47|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_22_28_29_30_31_32_35_38_39_44_45_47_61
47|58|65_3_35_99_4_5_39_10_45_13_14_47_16_51_22_58_28_29_61_31
47|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_35_38_39_44_45_47_50_60_61
47|47|65_3_35_4_5_39_45_13_47_22_28_29_61
47|55|65_1_2_3_4_68_5_69_70_7_10_13_16_20_27_28_29_32_35_99_38_39_44_45_46_47_48_50_55_59_60_61
47|76|65_3_35_4_68_5_38_39_7_76_45_13_47_16_28_29_61
74|74|16_17_66_74_29
74|76|16_17_66_68_38_7_74_76_29
71|74|65_66_3_68_4_5_69_70_71_7_74_10_76_13_14_16_17_27_28_29_31_38_50_60_61
71|71|65_66_3_68_4_5_69_70_38_71_7_10_76_13_14_16_17_50_27_28_60_29_61_31
71|73|65_66_3_68_4_5_69_70_6_71_7_73_10_76_13_14_16_17_27_28_29_30_31_38_44_47_50_60_61
71|76|65_66_3_68_4_5_69_70_38_71_7_10_76_13_14_16_17_50_27_28_60_29_61_31
68|74|66_3_68_4_5_69_38_7_74_10_13_45_14_16_17_50_20_27_28_60_29_61_31
68|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_20_27_28_29_31_38_45_50_60_61
68|68|3_68_4_5_69_38_7_10_13_45_14_16_50_20_27_28_60_29_61_31
68|70|3_68_4_5_69_70_38_39_7_10_13_45_14_16_50_20_27_28_60_29_61_62_31
68|69|65_66_3_68_4_69_5_70_6_7_71_8_10_76_13_14_16_17_19_20_27_28_29_30_31_32_38_44_45_50_60_61
68|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_20_27_28_29_30_31_38_44_45_47_50_60_61
68|76|3_68_4_5_69_38_7_10_76_13_45_14_16_50_20_27_28_60_29_61_31
51|74|1_66_34_99_38_40_74_10_44_45_16_48_49_17_50_51_59_60_61_29
51|71|65_1_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_34_99_38_40_44_45_48_49_50_51_59_60_61
51|68|1_3_68_4_5_69_7_10_13_14_16_20_27_28_29_31_34_99_38_40_44_45_48_49_50_51_59_60_61
51|51|1_34_99_38_40_10_44_45_48_49_50_51_59_60_61
51|65|1_65_2_3_4_68_69_5_7_10_13_16_20_29_31_34_35_99_38_40_44_45_48_49_50_51_58_59_60_61
51|70|1_34_3_99_4_70_38_39_40_10_44_45_48_49_50_51_22_59_60_61_62
51|66|1_65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_27_28_29_31_34_99_38_40_44_45_47_48_49_50_51_59_60_61
51|62|1_34_99_38_40_10_44_45_16_48_49_50_51_55_59_60_29_61_62
51|69|1_65_66_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_22_28_29_30_31_32_34_99_38_40_44_45_48_49_50_51_59_60_61
51|58|1_3_4_5_10_13_14_16_29_31_34_99_38_39_40_44_45_48_49_50_51_58_59_60_61
51|73|1_65_66_3_4_68_5_69_6_71_7_73_10_76_13_14_16_17_27_28_29_30_34_99_38_40_44_45_47_48_49_50_51_59_60_61
51|55|1_2_68_4_69_70_7_10_74_13_16_20_23_27_29_32_34_99_38_40_44_45_46_48_49_50_51_55_59_60_61
51|76|1_34_99_68_38_7_40_10_76_44_45_48_16_49_50_51_59_60_29_61
65|74|65_1_66_2_3_68_4_5_69_7_74_10_13_16_17_20_29_31_35_38_44_50_58_59_60_61
65|71|65_1_2_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_20_27_28_29_31_35_38_44_50_58_59_60_61
65|68|65_1_2_3_68_4_5_69_7_10_13_14_16_20_27_28_29_31_35_38_44_45_50_58_59_60_61
65|65|65_1_2_3_35_68_4_5_69_38_7_10_44_13_16_50_20_58_59_60_29_61_31
65|70|65_1_2_3_68_4_5_69_70_7_10_13_16_20_22_29_31_35_38_39_44_50_58_59_60_61_62
65|66|65_1_66_2_3_68_4_5_69_70_7_10_13_14_16_17_20_27_28_29_31_35_38_40_44_47_50_58_59_60_61
65|69|65_1_2_66_3_68_4_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_22_28_29_30_31_32_35_38_44_50_58_59_60_61
65|73|65_1_2_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_20_27_28_29_30_31_35_38_44_47_50_58_59_60_61
65|76|65_1_2_3_35_68_4_5_69_38_7_10_76_44_13_16_50_20_58_59_60_29_61_31
70|74|16_17_66_3_4_70_39_74_10_61_29_62
70|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_38_39_50_60_61_62
70|70|3_4_70_39_10_61_62
70|73|65_66_3_4_68_5_69_70_6_7_71_73_10_76_13_14_16_17_27_28_29_30_38_39_44_47_50_60_61_62
70|76|3_4_68_70_38_7_39_10_76_16_29_61_62
66|74|65_66_2_3_4_68_5_69_70_7_74_10_13_14_16_17_20_27_28_29_31_38_40_47_50_59_60_61
66|71|65_66_2_3_68_4_5_69_70_71_7_10_76_13_14_16_17_20_27_28_29_31_38_40_47_50_59_60_61
66|68|65_66_2_3_68_4_5_69_70_7_10_13_14_16_17_20_27_28_29_31_38_40_45_47_50_59_60_61
66|70|65_66_2_3_4_68_69_5_70_7_10_13_14_16_17_20_27_28_29_31_38_39_40_47_50_59_60_61_62
66|66|65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_27_28_29_31_38_40_47_50_59_60_61
66|69|65_66_2_3_4_68_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_27_28_29_30_31_32_38_40_44_47_50_59_60_61
66|73|65_66_2_3_4_68_5_69_6_70_71_7_73_10_76_13_14_16_17_20_27_28_29_30_31_38_40_44_47_50_59_60_61
66|76|65_66_2_3_68_4_5_69_70_7_10_76_13_14_16_17_20_27_28_29_31_38_40_47_50_59_60_61
62|74|16_17_66_55_74_29_62
62|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_38_50_55_60_61_62
62|68|3_68_4_5_69_38_7_10_13_45_14_16_50_20_55_27_28_60_29_61_62_31
62|65|65_1_2_3_68_4_5_69_7_10_13_16_20_29_31_35_38_44_50_55_58_59_60_61_62
62|70|16_3_4_70_22_55_39_10_29_61_62
62|66|65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_27_28_29_31_38_40_47_50_55_59_60_61_62
62|62|16_55_29_62
62|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_22_28_29_30_31_32_38_44_55_61_62
62|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_38_44_47_50_55_60_61_62
62|76|16_68_38_55_7_76_29_62
49|74|16_49_17_66_99_74_29_47
49|71|65_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_99_38_47_49_50_60_61
49|68|3_99_68_4_5_69_38_7_10_13_45_14_47_16_49_17_50_20_27_28_60_29_61_31
49|51|1_34_99_38_40_10_44_45_47_48_16_49_17_50_51_59_60_29_61
49|65|65_1_2_3_68_4_5_69_7_10_13_16_17_20_29_31_35_99_38_44_47_49_50_58_59_60_61
49|70|16_49_17_3_4_70_39_10_29_61_62_47
49|66|65_66_2_3_68_4_69_5_70_7_10_13_14_16_17_20_27_28_29_31_38_40_47_49_50_59_60_61
49|62|16_49_17_55_29_62_47
49|49|16_49_17_29_47
49|50|48_16_49_1_17_50_99_59_44_29_47
49|69|65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_28_29_30_31_32_99_38_44_47_49_61
49|58|3_99_4_5_13_14_47_16_49_17_51_58_29_31
49|73|65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_99_38_44_47_49_50_60_61
49|55|1_2_4_68_69_70_7_10_13_16_17_20_27_29_32_99_38_44_46_47_48_49_50_55_59_60_61
49|76|16_49_17_99_68_38_7_76_29_47
50|74|16_48_1_17_50_66_74_59_44_29
50|71|65_1_66_3_68_4_5_69_70_71_7_10_76_13_14_16_17_27_28_29_31_38_44_48_50_59_60_61
50|68|1_3_68_4_5_69_7_10_13_14_16_20_23_27_28_29_31_38_44_45_48_50_59_60_61
50|51|1_34_99_38_40_10_44_45_48_49_50_51_23_59_60_61
50|65|65_1_2_3_68_4_5_69_70_7_10_13_16_20_29_31_35_38_44_46_48_50_58_59_60_61
50|70|1_3_4_70_39_10_44_48_50_22_59_61_62
50|66|1_65_66_2_3_4_68_5_69_70_7_10_13_14_16_17_20_27_28_29_31_38_40_44_47_48_50_59_60_61
50|62|48_16_1_50_55_59_44_29_62
50|50|48_1_50_23_59_44
50|69|1_65_66_3_4_68_69_5_6_70_71_7_8_76_13_14_16_17_19_20_22_28_29_30_31_32_38_44_48_50_59_61
50|58|1_3_99_4_5_39_44_13_14_16_48_50_51_23_58_59_29_31
50|73|1_65_66_3_68_4_5_69_6_7_71_73_10_76_13_14_16_17_27_28_29_30_38_44_47_48_50_59_60_61
50|55|1_2_68_4_69_70_7_10_13_16_20_23_27_29_32_99_38_44_46_48_50_55_59_60_61
50|76|16_48_1_50_68_38_7_59_76_44_29
69|74|65_66_3_4_68_69_5_6_70_71_7_8_74_76_13_14_16_17_19_20_28_29_30_31_32_38_44_61
69|71|65_66_3_68_4_69_5_70_6_71_7_8_10_76_13_14_16_17_19_20_27_28_29_30_31_32_38_44_50_60_61
